"","speaker_role","target_child_age","utterance_type","freq_total"
"8255","Mother",1151.1875,"interruption question",4
"8256","Mother",1151.1875,"question",1780
"8257","Mother",1151.1875,"self interruption",163
"8258","Mother",1151.1875,"self interruption question",13
"8259","Mother",1151.1875,"trail off",132
"8260","Mother",1151.1875,"trail off question",39
"8261","Mother",1152.1875,"declarative",7201
"8262","Mother",1152.1875,"imperative_emphatic",14
"8263","Mother",1152.1875,"interruption",42
"8264","Mother",1152.1875,"question",4457
"8265","Mother",1152.1875,"quotation next line",2
"8266","Mother",1152.1875,"self interruption",29
"8267","Mother",1152.1875,"trail off",74
"8268","Mother",1152.1875,"trail off question",8
"8269","Mother",1153.1875,"declarative",4318
"8270","Mother",1153.1875,"imperative_emphatic",67
"8271","Mother",1153.1875,"interruption",77
"8272","Mother",1153.1875,"question",1470
"8273","Mother",1153.1875,"quotation next line",102
"8274","Mother",1153.1875,"self interruption",40
"8275","Mother",1153.1875,"trail off",119
"8276","Mother",1154.1875,"declarative",3649
"8277","Mother",1154.1875,"imperative_emphatic",21
"8278","Mother",1154.1875,"interruption",76
"8279","Mother",1154.1875,"question",2740
"8280","Mother",1154.1875,"self interruption",83
"8281","Mother",1154.1875,"trail off",121
"8282","Mother",1155.1875,"declarative",1070
"8283","Mother",1155.1875,"imperative_emphatic",22
"8284","Mother",1155.1875,"question",1552
"8285","Mother",1156.1875,"declarative",3817
"8286","Mother",1156.1875,"imperative_emphatic",13
"8287","Mother",1156.1875,"interruption",173
"8288","Mother",1156.1875,"question",2232
"8289","Mother",1156.1875,"self interruption",137
"8290","Mother",1156.1875,"trail off",187
"8291","Mother",1156.625,"declarative",2871
"8292","Mother",1156.625,"imperative_emphatic",105
"8293","Mother",1156.625,"interruption",7
"8294","Mother",1156.625,"question",1151
"8295","Mother",1156.625,"self interruption",36
"8296","Mother",1156.625,"trail off",83
"8297","Mother",1156.625,"trail off question",11
"8298","Mother",1157.625,"declarative",197
"8299","Mother",1157.625,"question",184
"8300","Mother",1158.625,"declarative",4906
"8301","Mother",1158.625,"imperative_emphatic",26
"8302","Mother",1158.625,"interruption",113
"8303","Mother",1158.625,"question",3638
"8304","Mother",1158.625,"self interruption",83
"8305","Mother",1158.625,"trail off",236
"8306","Mother",1159.625,"declarative",5755
"8307","Mother",1159.625,"imperative_emphatic",26
"8308","Mother",1159.625,"interruption",66
"8309","Mother",1159.625,"question",2247
"8310","Mother",1159.625,"quotation next line",49
"8311","Mother",1159.625,"self interruption",74
"8312","Mother",1159.625,"trail off",267
"8313","Mother",1159.625,"trail off question",19
"8314","Mother",1160.625,"declarative",9157
"8315","Mother",1160.625,"imperative_emphatic",38
"8316","Mother",1160.625,"interruption",32
"8317","Mother",1160.625,"question",5500
"8318","Mother",1160.625,"quotation next line",4
"8319","Mother",1160.625,"self interruption",123
"8320","Mother",1160.625,"trail off",164
"8321","Mother",1160.625,"trail off question",18
"8322","Mother",1161.625,"declarative",64
"8323","Mother",1161.625,"interruption",4
"8324","Mother",1161.625,"question",75
"8325","Mother",1162.625,"declarative",3837
"8326","Mother",1162.625,"imperative_emphatic",1
"8327","Mother",1162.625,"interruption",31
"8328","Mother",1162.625,"question",2058
"8329","Mother",1162.625,"self interruption",34
"8330","Mother",1162.625,"trail off",66
"8331","Mother",1163.625,"declarative",163
"8332","Mother",1163.625,"question",107
"8333","Mother",1165.625,"declarative",4456
"8334","Mother",1165.625,"imperative_emphatic",51
"8335","Mother",1165.625,"interruption",62
"8336","Mother",1165.625,"question",3307
"8337","Mother",1165.625,"quotation next line",17
"8338","Mother",1165.625,"self interruption",61
"8339","Mother",1165.625,"trail off",155
"8340","Mother",1166.625,"declarative",4898
"8341","Mother",1166.625,"imperative_emphatic",45
"8342","Mother",1166.625,"interruption",114
"8343","Mother",1166.625,"question",2038
"8344","Mother",1166.625,"quotation next line",3
"8345","Mother",1166.625,"self interruption",29
"8346","Mother",1166.625,"trail off",65
"8347","Mother",1167.625,"declarative",5861
"8348","Mother",1167.625,"imperative_emphatic",23
"8349","Mother",1167.625,"interruption",75
"8350","Mother",1167.625,"question",2475
"8351","Mother",1167.625,"self interruption",37
"8352","Mother",1167.625,"trail off",63
"8353","Mother",1168.625,"declarative",3149
"8354","Mother",1168.625,"interruption",14
"8355","Mother",1168.625,"question",2485
"8356","Mother",1168.625,"quotation next line",3
"8357","Mother",1168.625,"self interruption",9
"8358","Mother",1168.625,"trail off",94
"8359","Mother",1169.625,"declarative",21
"8360","Mother",1169.625,"question",7
"8361","Mother",1170.625,"declarative",2518
"8362","Mother",1170.625,"imperative_emphatic",133
"8363","Mother",1170.625,"interruption",21
"8364","Mother",1170.625,"question",739
"8365","Mother",1170.625,"self interruption",87
"8366","Mother",1170.625,"trail off",110
"8367","Mother",1170.625,"trail off question",9
"8368","Mother",1171.625,"declarative",8
"8369","Mother",1172.625,"declarative",2828
"8370","Mother",1172.625,"imperative_emphatic",2
"8371","Mother",1172.625,"interruption",1
"8372","Mother",1172.625,"question",1693
"8373","Mother",1172.625,"trail off",115
"8374","Mother",1173.625,"declarative",25
"8375","Mother",1173.625,"question",1
"8376","Mother",1174.625,"declarative",7621
"8377","Mother",1174.625,"imperative_emphatic",43
"8378","Mother",1174.625,"interruption",50
"8379","Mother",1174.625,"interruption question",1
"8380","Mother",1174.625,"question",3942
"8381","Mother",1174.625,"quotation next line",18
"8382","Mother",1174.625,"quotation precedes",8
"8383","Mother",1174.625,"self interruption",7
"8384","Mother",1174.625,"trail off",39
"8385","Mother",1174.625,"trail off question",4
"8386","Mother",1175.625,"declarative",7944
"8387","Mother",1175.625,"imperative_emphatic",180
"8388","Mother",1175.625,"interruption",66
"8389","Mother",1175.625,"interruption question",6
"8390","Mother",1175.625,"question",2861
"8391","Mother",1175.625,"quotation next line",39
"8392","Mother",1175.625,"self interruption",131
"8393","Mother",1175.625,"self interruption question",20
"8394","Mother",1175.625,"trail off",407
"8395","Mother",1175.625,"trail off question",2
"8396","Mother",1176.625,"declarative",20
"8397","Mother",1176.625,"question",9
"8398","Mother",1177.625,"declarative",4757
"8399","Mother",1177.625,"imperative_emphatic",46
"8400","Mother",1177.625,"interruption",52
"8401","Mother",1177.625,"interruption question",7
"8402","Mother",1177.625,"question",2055
"8403","Mother",1177.625,"quotation next line",50
"8404","Mother",1177.625,"self interruption",151
"8405","Mother",1177.625,"self interruption question",15
"8406","Mother",1177.625,"trail off",252
"8407","Mother",1177.625,"trail off question",40
"8408","Mother",1178.625,"declarative",5
"8409","Mother",1178.625,"imperative_emphatic",2
"8410","Mother",1178.625,"question",11
"8411","Mother",1179.625,"declarative",595
"8412","Mother",1179.625,"question",425
"8413","Mother",1179.625,"trail off",8
"8414","Mother",1180.625,"declarative",6107
"8415","Mother",1180.625,"imperative_emphatic",9
"8416","Mother",1180.625,"interruption",22
"8417","Mother",1180.625,"interruption question",8
"8418","Mother",1180.625,"question",4321
"8419","Mother",1180.625,"quotation next line",8
"8420","Mother",1180.625,"self interruption",20
"8421","Mother",1180.625,"trail off",134
"8422","Mother",1182.625,"declarative",1134
"8423","Mother",1182.625,"imperative_emphatic",11
"8424","Mother",1182.625,"question",1134
"8425","Mother",1182.625,"quotation next line",22
"8426","Mother",1183.625,"declarative",200
"8427","Mother",1183.625,"question",81
"8428","Mother",1183.625,"trail off",2
"8429","Mother",1184.625,"declarative",572
"8430","Mother",1184.625,"question",207
"8431","Mother",1184.625,"trail off",7
"8432","Mother",1185.625,"declarative",1035
"8433","Mother",1185.625,"imperative_emphatic",5
"8434","Mother",1185.625,"interruption",9
"8435","Mother",1185.625,"question",343
"8436","Mother",1185.625,"trail off",19
"8437","Mother",1186.625,"declarative",1180
"8438","Mother",1186.625,"imperative_emphatic",14
"8439","Mother",1186.625,"interruption",4
"8440","Mother",1186.625,"question",622
"8441","Mother",1186.625,"quotation next line",12
"8442","Mother",1186.625,"trail off",139
"8443","Mother",1187.0625,"declarative",16278
"8444","Mother",1187.0625,"imperative_emphatic",280
"8445","Mother",1187.0625,"interruption",23
"8446","Mother",1187.0625,"missing CA terminator",2
"8447","Mother",1187.0625,"question",10051
"8448","Mother",1187.0625,"quotation next line",30
"8449","Mother",1187.0625,"trail off",539
"8450","Mother",1187.0625,"trail off question",6
"8451","Mother",1188.0625,"declarative",4568
"8452","Mother",1188.0625,"imperative_emphatic",46
"8453","Mother",1188.0625,"interruption",28
"8454","Mother",1188.0625,"question",2970
"8455","Mother",1188.0625,"quotation next line",7
"8456","Mother",1188.0625,"self interruption",7
"8457","Mother",1188.0625,"trail off",271
"8458","Mother",1188.0625,"trail off question",4
"8459","Mother",1189.0625,"declarative",3595
"8460","Mother",1189.0625,"imperative_emphatic",48
"8461","Mother",1189.0625,"interruption",16
"8462","Mother",1189.0625,"question",2658
"8463","Mother",1189.0625,"self interruption",78
"8464","Mother",1189.0625,"trail off",100
"8465","Mother",1190.0625,"declarative",5456
"8466","Mother",1190.0625,"imperative_emphatic",31
"8467","Mother",1190.0625,"interruption",176
"8468","Mother",1190.0625,"question",2455
"8469","Mother",1190.0625,"quotation next line",5
"8470","Mother",1190.0625,"self interruption",93
"8471","Mother",1190.0625,"trail off",280
"8472","Mother",1191.0625,"declarative",6513
"8473","Mother",1191.0625,"imperative_emphatic",26
"8474","Mother",1191.0625,"interruption",122
"8475","Mother",1191.0625,"question",3506
"8476","Mother",1191.0625,"self interruption",75
"8477","Mother",1191.0625,"trail off",354
"8478","Mother",1192.0625,"declarative",1872
"8479","Mother",1192.0625,"imperative_emphatic",57
"8480","Mother",1192.0625,"interruption",120
"8481","Mother",1192.0625,"question",716
"8482","Mother",1192.0625,"self interruption",72
"8483","Mother",1192.0625,"trail off",69
"8484","Mother",1193.0625,"declarative",4067
"8485","Mother",1193.0625,"imperative_emphatic",55
"8486","Mother",1193.0625,"interruption",135
"8487","Mother",1193.0625,"question",2867
"8488","Mother",1193.0625,"self interruption",115
"8489","Mother",1193.0625,"trail off",57
"8490","Mother",1194.0625,"declarative",2691
"8491","Mother",1194.0625,"imperative_emphatic",4
"8492","Mother",1194.0625,"interruption",145
"8493","Mother",1194.0625,"question",1203
"8494","Mother",1194.0625,"quotation next line",10
"8495","Mother",1194.0625,"trail off",17
"8496","Mother",1195.0625,"declarative",1955
"8497","Mother",1195.0625,"imperative_emphatic",13
"8498","Mother",1195.0625,"interruption",5
"8499","Mother",1195.0625,"question",2466
"8500","Mother",1195.0625,"quotation next line",4
"8501","Mother",1195.0625,"trail off",31
"8502","Mother",1196.0625,"declarative",2867
"8503","Mother",1196.0625,"imperative_emphatic",13
"8504","Mother",1196.0625,"interruption",12
"8505","Mother",1196.0625,"question",1634
"8506","Mother",1196.0625,"trail off",6
"8507","Mother",1197.0625,"declarative",1407
"8508","Mother",1197.0625,"imperative_emphatic",11
"8509","Mother",1197.0625,"interruption",10
"8510","Mother",1197.0625,"question",570
"8511","Mother",1197.0625,"quotation precedes",28
"8512","Mother",1197.0625,"self interruption",5
"8513","Mother",1197.0625,"trail off",12
"8514","Mother",1198.0625,"declarative",1082
"8515","Mother",1198.0625,"imperative_emphatic",2
"8516","Mother",1198.0625,"interruption",3
"8517","Mother",1198.0625,"question",1044
"8518","Mother",1198.0625,"quotation next line",4
"8519","Mother",1198.0625,"trail off",8
"8520","Mother",1200.0625,"declarative",2301
"8521","Mother",1200.0625,"interruption",25
"8522","Mother",1200.0625,"interruption question",2
"8523","Mother",1200.0625,"question",1143
"8524","Mother",1200.0625,"self interruption",16
"8525","Mother",1200.0625,"trail off",31
"8526","Mother",1201.0625,"declarative",468
"8527","Mother",1201.0625,"imperative_emphatic",33
"8528","Mother",1201.0625,"interruption",14
"8529","Mother",1201.0625,"interruption question",2
"8530","Mother",1201.0625,"question",442
"8531","Mother",1201.0625,"trail off question",18
"8532","Mother",1202.0625,"declarative",2005
"8533","Mother",1202.0625,"imperative_emphatic",10
"8534","Mother",1202.0625,"interruption",10
"8535","Mother",1202.0625,"question",605
"8536","Mother",1202.0625,"quotation next line",2
"8537","Mother",1202.0625,"self interruption",18
"8538","Mother",1202.0625,"trail off",5
"8539","Mother",1203.0625,"declarative",2973
"8540","Mother",1203.0625,"imperative_emphatic",9
"8541","Mother",1203.0625,"interruption",28
"8542","Mother",1203.0625,"question",1071
"8543","Mother",1203.0625,"quotation next line",37
"8544","Mother",1203.0625,"self interruption",4
"8545","Mother",1203.0625,"trail off",88
"8546","Mother",1204.0625,"declarative",2
"8547","Mother",1205.0625,"declarative",1332
"8548","Mother",1205.0625,"question",883
"8549","Mother",1205.0625,"quotation next line",2
"8550","Mother",1205.0625,"trail off",3
"8551","Mother",1206.0625,"declarative",367
"8552","Mother",1206.0625,"question",106
"8553","Mother",1207.0625,"declarative",607
"8554","Mother",1207.0625,"imperative_emphatic",1
"8555","Mother",1207.0625,"interruption",6
"8556","Mother",1207.0625,"question",188
"8557","Mother",1207.0625,"trail off",6
"8558","Mother",1208.0625,"declarative",1974
"8559","Mother",1208.0625,"question",2726
"8560","Mother",1208.0625,"trail off",26
"8561","Mother",1209.0625,"declarative",3626
"8562","Mother",1209.0625,"imperative_emphatic",46
"8563","Mother",1209.0625,"interruption",11
"8564","Mother",1209.0625,"question",951
"8565","Mother",1209.0625,"self interruption",17
"8566","Mother",1209.0625,"trail off",8
"8567","Mother",1210.0625,"declarative",4059
"8568","Mother",1210.0625,"imperative_emphatic",2
"8569","Mother",1210.0625,"interruption",32
"8570","Mother",1210.0625,"interruption question",12
"8571","Mother",1210.0625,"question",3331
"8572","Mother",1210.0625,"quotation next line",9
"8573","Mother",1210.0625,"trail off",101
"8574","Mother",1211.0625,"declarative",332
"8575","Mother",1211.0625,"question",230
"8576","Mother",1211.0625,"self interruption",3
"8577","Mother",1212.0625,"declarative",6444
"8578","Mother",1212.0625,"imperative_emphatic",132
"8579","Mother",1212.0625,"interruption",65
"8580","Mother",1212.0625,"interruption question",18
"8581","Mother",1212.0625,"question",1894
"8582","Mother",1212.0625,"quotation next line",169
"8583","Mother",1212.0625,"quotation precedes",2
"8584","Mother",1212.0625,"self interruption",117
"8585","Mother",1212.0625,"self interruption question",18
"8586","Mother",1212.0625,"trail off",175
"8587","Mother",1212.0625,"trail off question",7
"8588","Mother",1213.0625,"declarative",330
"8589","Mother",1213.0625,"question",132
"8590","Mother",1213.0625,"trail off",20
"8591","Mother",1214.0625,"declarative",2431
"8592","Mother",1214.0625,"interruption",40
"8593","Mother",1214.0625,"question",680
"8594","Mother",1214.0625,"self interruption",69
"8595","Mother",1214.0625,"self interruption question",4
"8596","Mother",1214.0625,"trail off",71
"8597","Mother",1214.0625,"trail off question",6
"8598","Mother",1215.0625,"declarative",1223
"8599","Mother",1215.0625,"interruption",4
"8600","Mother",1215.0625,"question",375
"8601","Mother",1215.0625,"quotation next line",23
"8602","Mother",1215.0625,"trail off",42
"8603","Mother",1216.0625,"declarative",227
"8604","Mother",1216.0625,"interruption",2
"8605","Mother",1216.0625,"question",265
"8606","Mother",1216.0625,"trail off",11
"8607","Mother",1217.5,"declarative",8860
"8608","Mother",1217.5,"imperative_emphatic",140
"8609","Mother",1217.5,"interruption",65
"8610","Mother",1217.5,"question",3936
"8611","Mother",1217.5,"quotation next line",9
"8612","Mother",1217.5,"self interruption",181
"8613","Mother",1217.5,"self interruption question",22
"8614","Mother",1217.5,"trail off",245
"8615","Mother",1217.5,"trail off question",14
"8616","Mother",1218.5,"declarative",5800
"8617","Mother",1218.5,"imperative_emphatic",17
"8618","Mother",1218.5,"interruption",178
"8619","Mother",1218.5,"question",3531
"8620","Mother",1218.5,"self interruption",108
"8621","Mother",1218.5,"trail off",184
"8622","Mother",1219.5,"declarative",5261
"8623","Mother",1219.5,"imperative_emphatic",33
"8624","Mother",1219.5,"interruption",163
"8625","Mother",1219.5,"question",2045
"8626","Mother",1219.5,"self interruption",116
"8627","Mother",1219.5,"trail off",235
"8628","Mother",1220.5,"declarative",2967
"8629","Mother",1220.5,"imperative_emphatic",20
"8630","Mother",1220.5,"interruption",89
"8631","Mother",1220.5,"question",2361
"8632","Mother",1220.5,"quotation next line",2
"8633","Mother",1220.5,"self interruption",51
"8634","Mother",1220.5,"trail off",163
"8635","Mother",1221.5,"declarative",1497
"8636","Mother",1221.5,"imperative_emphatic",3
"8637","Mother",1221.5,"interruption",47
"8638","Mother",1221.5,"question",1003
"8639","Mother",1221.5,"self interruption",1
"8640","Mother",1221.5,"trail off",6
"8641","Mother",1222.5,"declarative",8
"8642","Mother",1223.5,"declarative",119
"8643","Mother",1223.5,"imperative_emphatic",1
"8644","Mother",1223.5,"question",75
"8645","Mother",1224.5,"declarative",1055
"8646","Mother",1224.5,"imperative_emphatic",24
"8647","Mother",1224.5,"question",1238
"8648","Mother",1225.5,"declarative",1149
"8649","Mother",1225.5,"question",550
"8650","Mother",1225.5,"quotation next line",9
"8651","Mother",1225.5,"trail off",92
"8652","Mother",1226.5,"declarative",3527
"8653","Mother",1226.5,"imperative_emphatic",3
"8654","Mother",1226.5,"question",1051
"8655","Mother",1226.5,"quotation next line",26
"8656","Mother",1226.5,"trail off",75
"8657","Mother",1227.5,"declarative",6497
"8658","Mother",1227.5,"imperative_emphatic",145
"8659","Mother",1227.5,"interruption",17
"8660","Mother",1227.5,"interruption question",4
"8661","Mother",1227.5,"question",2697
"8662","Mother",1227.5,"quotation next line",35
"8663","Mother",1227.5,"self interruption",92
"8664","Mother",1227.5,"self interruption question",32
"8665","Mother",1227.5,"trail off",231
"8666","Mother",1227.5,"trail off question",10
"8667","Mother",1228.5,"declarative",13
"8668","Mother",1228.5,"imperative_emphatic",1
"8669","Mother",1228.5,"question",1
"8670","Mother",1229.5,"declarative",449
"8671","Mother",1229.5,"question",342
"8672","Mother",1229.5,"trail off",2
"8673","Mother",1230.5,"declarative",107
"8674","Mother",1230.5,"question",106
"8675","Mother",1230.5,"trail off",4
"8676","Mother",1231.5,"declarative",11
"8677","Mother",1231.5,"question",1
"8678","Mother",1232.5,"declarative",112
"8679","Mother",1232.5,"question",120
"8680","Mother",1232.5,"quotation next line",2
"8681","Mother",1233.5,"declarative",969
"8682","Mother",1233.5,"imperative_emphatic",12
"8683","Mother",1233.5,"interruption",19
"8684","Mother",1233.5,"question",394
"8685","Mother",1233.5,"trail off",44
"8686","Mother",1234.5,"declarative",2014
"8687","Mother",1234.5,"imperative_emphatic",12
"8688","Mother",1234.5,"interruption",3
"8689","Mother",1234.5,"question",670
"8690","Mother",1234.5,"quotation next line",15
"8691","Mother",1234.5,"trail off",42
"8692","Mother",1235.5,"declarative",2208
"8693","Mother",1235.5,"imperative_emphatic",41
"8694","Mother",1235.5,"interruption",46
"8695","Mother",1235.5,"interruption question",4
"8696","Mother",1235.5,"question",1111
"8697","Mother",1235.5,"trail off",46
"8698","Mother",1236.5,"declarative",523
"8699","Mother",1236.5,"imperative_emphatic",4
"8700","Mother",1236.5,"interruption",10
"8701","Mother",1236.5,"question",155
"8702","Mother",1237.5,"declarative",7208
"8703","Mother",1237.5,"imperative_emphatic",55
"8704","Mother",1237.5,"interruption",36
"8705","Mother",1237.5,"question",2528
"8706","Mother",1237.5,"quotation next line",33
"8707","Mother",1237.5,"quotation precedes",6
"8708","Mother",1237.5,"self interruption",9
"8709","Mother",1237.5,"trail off",115
"8710","Mother",1238.5,"declarative",1576
"8711","Mother",1238.5,"imperative_emphatic",12
"8712","Mother",1238.5,"question",1173
"8713","Mother",1238.5,"quotation next line",3
"8714","Mother",1238.5,"trail off",286
"8715","Mother",1239.5,"declarative",419
"8716","Mother",1239.5,"imperative_emphatic",3
"8717","Mother",1239.5,"interruption",5
"8718","Mother",1239.5,"question",404
"8719","Mother",1240.5,"declarative",309
"8720","Mother",1240.5,"interruption",11
"8721","Mother",1240.5,"question",153
"8722","Mother",1240.5,"trail off",5
"8723","Mother",1241.5,"declarative",5407
"8724","Mother",1241.5,"imperative_emphatic",114
"8725","Mother",1241.5,"interruption",11
"8726","Mother",1241.5,"question",1643
"8727","Mother",1241.5,"self interruption",67
"8728","Mother",1241.5,"self interruption question",20
"8729","Mother",1241.5,"trail off",234
"8730","Mother",1241.5,"trail off question",11
"8731","Mother",1242.5,"declarative",12
"8732","Mother",1242.5,"question",2
"8733","Mother",1243.5,"declarative",1048
"8734","Mother",1243.5,"imperative_emphatic",1
"8735","Mother",1243.5,"interruption",2
"8736","Mother",1243.5,"question",441
"8737","Mother",1243.5,"quotation next line",3
"8738","Mother",1243.5,"trail off",24
"8739","Mother",1244.5,"declarative",150
"8740","Mother",1244.5,"imperative_emphatic",7
"8741","Mother",1244.5,"question",195
"8742","Mother",1244.5,"trail off",5
"8743","Mother",1245.5,"declarative",172
"8744","Mother",1245.5,"imperative_emphatic",1
"8745","Mother",1245.5,"question",146
"8746","Mother",1245.5,"trail off",5
"8747","Mother",1246.5,"declarative",124
"8748","Mother",1246.5,"interruption",10
"8749","Mother",1246.5,"question",35
"8750","Mother",1246.5,"trail off",11
"8751","Mother",1247.5,"declarative",374
"8752","Mother",1247.5,"question",180
"8753","Mother",1247.9375,"declarative",465
"8754","Mother",1247.9375,"missing CA terminator",33
"8755","Mother",1247.9375,"question",191
"8756","Mother",1247.9375,"trail off",2
"8757","Mother",1248.9375,"declarative",2899
"8758","Mother",1248.9375,"imperative_emphatic",8
"8759","Mother",1248.9375,"question",1129
"8760","Mother",1248.9375,"quotation next line",1
"8761","Mother",1248.9375,"trail off",41
"8762","Mother",1249.9375,"declarative",3832
"8763","Mother",1249.9375,"imperative_emphatic",3
"8764","Mother",1249.9375,"interruption",77
"8765","Mother",1249.9375,"question",2125
"8766","Mother",1249.9375,"quotation next line",69
"8767","Mother",1249.9375,"self interruption",28
"8768","Mother",1249.9375,"trail off",42
"8769","Mother",1250.9375,"declarative",4576
"8770","Mother",1250.9375,"interruption",25
"8771","Mother",1250.9375,"question",1849
"8772","Mother",1250.9375,"quotation next line",33
"8773","Mother",1250.9375,"self interruption",14
"8774","Mother",1250.9375,"trail off",64
"8775","Mother",1251.9375,"declarative",5102
"8776","Mother",1251.9375,"imperative_emphatic",58
"8777","Mother",1251.9375,"interruption",126
"8778","Mother",1251.9375,"question",3581
"8779","Mother",1251.9375,"self interruption",48
"8780","Mother",1251.9375,"trail off",65
"8781","Mother",1252.9375,"declarative",3656
"8782","Mother",1252.9375,"imperative_emphatic",43
"8783","Mother",1252.9375,"interruption",39
"8784","Mother",1252.9375,"question",744
"8785","Mother",1252.9375,"quotation next line",149
"8786","Mother",1252.9375,"quotation precedes",4
"8787","Mother",1252.9375,"self interruption",19
"8788","Mother",1252.9375,"trail off",280
"8789","Mother",1253.9375,"declarative",345
"8790","Mother",1253.9375,"imperative_emphatic",18
"8791","Mother",1253.9375,"question",101
"8792","Mother",1253.9375,"trail off",7
"8793","Mother",1254.9375,"declarative",2326
"8794","Mother",1254.9375,"imperative_emphatic",44
"8795","Mother",1254.9375,"question",687
"8796","Mother",1254.9375,"quotation next line",11
"8797","Mother",1254.9375,"trail off",48
"8798","Mother",1257.9375,"declarative",109
"8799","Mother",1257.9375,"imperative_emphatic",3
"8800","Mother",1257.9375,"interruption",5
"8801","Mother",1257.9375,"question",66
"8802","Mother",1257.9375,"trail off",7
"8803","Mother",1258.9375,"declarative",74
"8804","Mother",1258.9375,"question",54
"8805","Mother",1259.9375,"declarative",797
"8806","Mother",1259.9375,"imperative_emphatic",9
"8807","Mother",1259.9375,"question",351
"8808","Mother",1259.9375,"trail off",66
"8809","Mother",1260.9375,"declarative",1140
"8810","Mother",1260.9375,"imperative_emphatic",7
"8811","Mother",1260.9375,"interruption",2
"8812","Mother",1260.9375,"question",549
"8813","Mother",1260.9375,"trail off",32
"8814","Mother",1261.9375,"declarative",1361
"8815","Mother",1261.9375,"imperative_emphatic",14
"8816","Mother",1261.9375,"question",1329
"8817","Mother",1262.9375,"declarative",1368
"8818","Mother",1262.9375,"question",809
"8819","Mother",1262.9375,"trail off",18
"8820","Mother",1263.9375,"declarative",2572
"8821","Mother",1263.9375,"imperative_emphatic",133
"8822","Mother",1263.9375,"interruption",5
"8823","Mother",1263.9375,"interruption question",3
"8824","Mother",1263.9375,"question",776
"8825","Mother",1263.9375,"self interruption",120
"8826","Mother",1263.9375,"self interruption question",20
"8827","Mother",1263.9375,"trail off",25
"8828","Mother",1263.9375,"trail off question",12
"8829","Mother",1264.9375,"declarative",246
"8830","Mother",1264.9375,"question",232
"8831","Mother",1267.9375,"declarative",897
"8832","Mother",1267.9375,"imperative_emphatic",7
"8833","Mother",1267.9375,"question",329
"8834","Mother",1267.9375,"trail off",27
"8835","Mother",1269.9375,"declarative",400
"8836","Mother",1269.9375,"question",74
"8837","Mother",1269.9375,"trail off",8
"8838","Mother",1270.9375,"declarative",653
"8839","Mother",1270.9375,"question",192
"8840","Mother",1270.9375,"trail off",2
"8841","Mother",1271.9375,"declarative",1771
"8842","Mother",1271.9375,"imperative_emphatic",32
"8843","Mother",1271.9375,"question",743
"8844","Mother",1271.9375,"quotation next line",137
"8845","Mother",1271.9375,"self interruption",38
"8846","Mother",1271.9375,"trail off",28
"8847","Mother",1272.9375,"declarative",838
"8848","Mother",1272.9375,"imperative_emphatic",8
"8849","Mother",1272.9375,"question",188
"8850","Mother",1272.9375,"quotation next line",12
"8851","Mother",1272.9375,"quotation precedes",2
"8852","Mother",1272.9375,"self interruption",4
"8853","Mother",1272.9375,"trail off",60
"8854","Mother",1273.9375,"declarative",199
"8855","Mother",1273.9375,"question",58
"8856","Mother",1273.9375,"trail off",3
"8857","Mother",1274.9375,"declarative",632
"8858","Mother",1274.9375,"imperative_emphatic",2
"8859","Mother",1274.9375,"question",227
"8860","Mother",1275.9375,"declarative",3863
"8861","Mother",1275.9375,"imperative_emphatic",7
"8862","Mother",1275.9375,"interruption",18
"8863","Mother",1275.9375,"question",1636
"8864","Mother",1275.9375,"self interruption",6
"8865","Mother",1275.9375,"trail off",24
"8866","Mother",1276.9375,"declarative",2396
"8867","Mother",1276.9375,"imperative_emphatic",32
"8868","Mother",1276.9375,"question",1457
"8869","Mother",1276.9375,"trail off",25
"8870","Mother",1277.9375,"declarative",267
"8871","Mother",1277.9375,"imperative_emphatic",3
"8872","Mother",1277.9375,"question",167
"8873","Mother",1278.375,"declarative",7637
"8874","Mother",1278.375,"imperative_emphatic",139
"8875","Mother",1278.375,"interruption",173
"8876","Mother",1278.375,"question",4582
"8877","Mother",1278.375,"self interruption",196
"8878","Mother",1278.375,"self interruption question",17
"8879","Mother",1278.375,"trail off",316
"8880","Mother",1278.375,"trail off question",45
"8881","Mother",1279.375,"declarative",2417
"8882","Mother",1279.375,"imperative_emphatic",8
"8883","Mother",1279.375,"interruption",30
"8884","Mother",1279.375,"question",808
"8885","Mother",1279.375,"self interruption",26
"8886","Mother",1279.375,"trail off",83
"8887","Mother",1280.375,"declarative",4930
"8888","Mother",1280.375,"imperative_emphatic",80
"8889","Mother",1280.375,"question",1940
"8890","Mother",1280.375,"self interruption",90
"8891","Mother",1280.375,"trail off",99
"8892","Mother",1281.375,"declarative",4502
"8893","Mother",1281.375,"imperative_emphatic",72
"8894","Mother",1281.375,"interruption",96
"8895","Mother",1281.375,"question",2715
"8896","Mother",1281.375,"self interruption",104
"8897","Mother",1281.375,"trail off",40
"8898","Mother",1282.375,"declarative",3173
"8899","Mother",1282.375,"imperative_emphatic",1
"8900","Mother",1282.375,"interruption",85
"8901","Mother",1282.375,"question",1730
"8902","Mother",1282.375,"quotation next line",2
"8903","Mother",1282.375,"self interruption",10
"8904","Mother",1282.375,"trail off",31
"8905","Mother",1283.375,"declarative",257
"8906","Mother",1283.375,"question",162
"8907","Mother",1283.375,"trail off",15
"8908","Mother",1284.375,"declarative",1413
"8909","Mother",1284.375,"imperative_emphatic",2
